rank;model_key;model_name;imagenet_top1;imagenet_top5;shapenet_base_top1;shapenet_top1;shapenet_evaluable;delta_vs_baseline;delta_base_to_average
1;swin_b__knn;Swin-B-KNN;0.3315;0.4093;0.0;0;0;0;0.0
2;swin_b_in1k__knn;Swin-B-IN1K-KNN;0.4215333333333333;0.5245;0.0;0;0;0;0.0
3;swin_b_in1k__linear_probe;Swin-B-IN1K-LINEAR_PROBE;0.4361333333333333;0.6027666666666667;0.0;0;0;0;0.0
4;swin_b_in1k__logits;Swin-B-IN1K-LOGITS;0.4357666666666667;0.6081333333333333;0.0;0;0;0;0.0
5;swin_l__knn;Swin-L-KNN;0.4615;0.5623333333333334;0.0;0;0;0;0.0
6;swin_l_in1k__knn;Swin-L-IN1K-KNN;0.4615;0.5623333333333334;0.0;0;0;0;0.0
7;swin_l_in1k__logits;Swin-L-IN1K-LOGITS;0.4760333333333333;0.6547333333333333;0.0;0;0;0;0.0
8;swin_s__knn;Swin-S-KNN;0.31953333333333334;0.3996;0.0;0;0;0;0.0
9;swin_s_in1k__knn;Swin-S-IN1K-KNN;0.3661;0.4711;0.0;0;0;0;0.0
10;swin_s_in1k__logits;Swin-S-IN1K-LOGITS;0.3827333333333333;0.5548666666666666;0.0;0;0;0;0.0
